drwxr-xr-x 17 root     sys              0 Apr 30  1984 .
-rw-rw-r--  1 2        kmem          1582 Apr 30  1984 man/u_man/man3/strtol.3c
-rw-rw-r--  1 2        kmem           583 Apr 30  1984 man/u_man/man3/swab.3c
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/sys_errlist.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/sys_nerr.3c
-rw-rw-r--  1 2        kmem           396 Apr 30  1984 man/u_man/man3/system.3f
-rw-rw-r--  1 2        kmem           686 Apr 30  1984 man/u_man/man3/system.3s
-rw-rw-r--  1 2        kmem           526 Apr 30  1984 man/u_man/man3/tan.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/tan.3m
-rw-rw-r--  1 2        kmem           583 Apr 30  1984 man/u_man/man3/tanh.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/tanh.3m
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/tdelete.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/tempnam.3s
-rw-rw-r--  1 2        kmem          3645 Apr 30  1984 man/u_man/man3/termcap.3
-rw-r--r--  1 2        kmem            91 Apr 30  1984 man/u_man/man3/termlib.3
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/tgetent.3
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/tgetflag.3
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/tgetnum.3
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/tgetstr.3
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/tgoto.3
-rw-rw-r--  1 2        kmem           429 Apr 30  1984 man/u_man/man3/tmpfile.3s
-rw-rw-r--  1 2        kmem          3132 Apr 30  1984 man/u_man/man3/tmpnam.3s
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/toascii.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/tolower.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/toupper.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/tputs.3
-rw-rw-r--  1 2        kmem          1976 Apr 30  1984 man/u_man/man3/trig.3m
-rw-rw-r--  1 2        kmem          3442 Apr 30  1984 man/u_man/man3/tsearch.3c
-rw-rw-r--  1 2        kmem           734 Apr 30  1984 man/u_man/man3/ttyname.3c
-rw-rw-r--  1 2        kmem           691 Apr 30  1984 man/u_man/man3/ttyslot.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/twalk.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/tzset.3c
-rw-rw-r--  1 2        kmem          1180 Apr 30  1984 man/u_man/man3/ungetc.3s
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/utmpname.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/xor.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/y0.3m
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/y1.3m
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/yn.3m
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/zabs.3f
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man4
-rw-rw-r--  1 2        kmem          3530 Apr 30  1984 man/u_man/man4/a.out.4
-rw-rw-r--  1 2        kmem          3023 Apr 30  1984 man/u_man/man4/acct.4
-rw-rw-r--  1 2        kmem           856 Apr 30  1984 man/u_man/man4/aouthdr.4
-rw-rw-r--  1 2        kmem          3650 Apr 30  1984 man/u_man/man4/ar.4
-rw-rw-r--  1 2        kmem           503 Apr 30  1984 man/u_man/man4/checklist.4
-rw-rw-r--  1 2        kmem          1339 Apr 30  1984 man/u_man/man4/core.4
-rw-rw-r--  1 2        kmem          1451 Apr 30  1984 man/u_man/man4/cpio.4
-rw-rw-r--  1 2        kmem           917 Apr 30  1984 man/u_man/man4/dir.4
-rw-rw-r--  1 2        kmem          3425 Apr 30  1984 man/u_man/man4/errfile.4
-rw-rw-r--  1 2        kmem          1939 Apr 30  1984 man/u_man/man4/filehdr.4
-rw-rw-r--  1 2        kmem          6362 Apr 30  1984 man/u_man/man4/fs.4
-rw-rw-r--  1 2        kmem          2780 Apr 30  1984 man/u_man/man4/fspec.4
-rw-rw-r--  1 2        kmem          3451 Apr 30  1984 man/u_man/man4/gettydefs.4
-rw-rw-r--  1 2        kmem          5408 Apr 30  1984 man/u_man/man4/gps.4
-rw-rw-r--  1 2        kmem           732 Apr 30  1984 man/u_man/man4/group.4
-rw-rw-r--  1 2        kmem          7498 Apr 30  1984 man/u_man/man4/inittab.4
-rw-rw-r--  1 2        kmem          1076 Apr 30  1984 man/u_man/man4/inode.4
-rw-rw-r--  1 2        kmem           341 Apr 30  1984 man/u_man/man4/intro.4
-rw-rw-r--  1 2        kmem           397 Apr 30  1984 man/u_man/man4/issue.4
-rw-rw-r--  1 2        kmem          5765 Apr 30  1984 man/u_man/man4/ldfcn.4
-rw-rw-r--  1 2        kmem          1327 Apr 30  1984 man/u_man/man4/linenum.4
-rw-rw-r--  1 2        kmem          3142 Apr 30  1984 man/u_man/man4/master.dec.4
-rw-rw-r--  1 2        kmem          1019 Apr 30  1984 man/u_man/man4/mnttab.4
-rw-rw-r--  1 2        kmem          2520 Apr 30  1984 man/u_man/man4/passwd.4
-rw-rw-r--  1 2        kmem          2504 Apr 30  1984 man/u_man/man4/plot.4
-rw-rw-r--  1 2        kmem           671 Apr 30  1984 man/u_man/man4/pnch.4
-rw-rw-r--  1 2        kmem          1527 Apr 30  1984 man/u_man/man4/profile.4
-rw-rw-r--  1 2        kmem          2841 Apr 30  1984 man/u_man/man4/reloc.4
-rw-rw-r--  1 2        kmem          6356 Apr 30  1984 man/u_man/man4/sccsfile.4
-rw-rw-r--  1 2        kmem          1552 Apr 30  1984 man/u_man/man4/scnhdr.4
-rw-rw-r--  1 2        kmem          3544 Apr 30  1984 man/u_man/man4/syms.4
-rw-r--r--  1 2        kmem          3833 Apr 30  1984 man/u_man/man4/system.4
-rw-rw-r--  1 2        kmem          2095 Apr 30  1984 man/u_man/man4/utmp.4
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man4/wtmp.4
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man5
-rw-rw-r--  1 2        kmem          2770 Apr 30  1984 man/u_man/man5/ascii.5
-rw-rw-r--  1 2        kmem          1660 Apr 30  1984 man/u_man/man5/environ.5
-rw-rw-r--  1 2        kmem          1626 Apr 30  1984 man/u_man/man5/eqnchar.5
-rw-rw-r--  1 2        kmem          1214 Apr 30  1984 man/u_man/man5/fcntl.5
-rw-rw-r--  1 2        kmem          1133 Apr 30  1984 man/u_man/man5/greek.5
-rw-rw-r--  1 2        kmem           321 Apr 30  1984 man/u_man/man5/intro.5
-rw-rw-r--  1 2        kmem          8961 Apr 30  1984 man/u_man/man5/man.5
-rw-rw-r--  1 2        kmem          1576 Apr 30  1984 man/u_man/man5/mm.5
-rw-rw-r--  1 2        kmem          5574 Apr 30  1984 man/u_man/man5/mosd.5
-rw-rw-r--  1 2        kmem           999 Apr 30  1984 man/u_man/man5/mptx.5
-rw-rw-r--  1 2        kmem          7427 Apr 30  1984 man/u_man/man5/mv.5
-rw-rw-r--  1 2        kmem          8656 Apr 30  1984 man/u_man/man5/regexp.5
-rw-rw-r--  1 2        kmem          1389 Apr 30  1984 man/u_man/man5/stat.5
-rw-rw-r--  1 2        kmem          2899 Apr 30  1984 man/u_man/man5/term.5
-rw-rw-r--  1 2        kmem         25360 Apr 30  1984 man/u_man/man5/termcap.5
-rw-rw-r--  1 2        kmem          1112 Apr 30  1984 man/u_man/man5/types.5
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man6
-rw-rw-r--  1 2        kmem          1706 Apr 30  1984 man/u_man/man6/arithmetic.6
-rw-rw-r--  1 2        kmem          1575 Apr 30  1984 man/u_man/man6/back.6
-rw-rw-r--  1 2        kmem          2026 Apr 30  1984 man/u_man/man6/bj.6
-rw-rw-r--  1 2        kmem          1082 Apr 30  1984 man/u_man/man6/chess.6
-rw-rw-r--  1 2        kmem          3259 Apr 30  1984 man/u_man/man6/craps.6
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man6/cubic.6
-rw-rw-r--  1 2        kmem           389 Apr 30  1984 man/u_man/man6/hangman.6
-rw-rw-r--  1 2        kmem           261 Apr 30  1984 man/u_man/man6/intro.6
-rw-rw-r--  1 2        kmem          1073 Apr 30  1984 man/u_man/man6/jotto.6
-rw-rw-r--  1 2        kmem           230 Apr 30  1984 man/u_man/man6/maze.6
-rw-rw-r--  1 2        kmem           485 Apr 30  1984 man/u_man/man6/moo.6
-rw-rw-r--  1 2        kmem          1776 Apr 30  1984 man/u_man/man6/quiz.6
-rw-rw-r--  1 2        kmem          2851 Apr 30  1984 man/u_man/man6/reversi.6
-rw-rw-r--  1 2        kmem          2564 Apr 30  1984 man/u_man/man6/sky.6
-rw-rw-r--  1 2        kmem           613 Apr 30  1984 man/u_man/man6/ttt.6
-rw-rw-r--  1 2        kmem           769 Apr 30  1984 man/u_man/man6/wump.6
drwxrwxrwx  2 2        kmem             0 Apr 30  1984 news
-rw-rw-r--  1 2        kmem          1243 Apr 30  1984 news/newsfile
drwxr-xr-x  2 root     kmem             0 Apr 30  1984 preserve
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 pub
-rw-rw-r--  1 2        kmem          2114 Apr 30  1984 pub/ascii
-rw-rw-r--  1 2        kmem          3234 Apr 30  1984 pub/eqnchar
-rw-rw-r--  1 2        kmem           477 Apr 30  1984 pub/greek
-rw-rw-r--  1 2        kmem           210 Apr 30  1984 pub/tabs
drwxrwxrwx  7 root     kmem             0 Apr 30  1984 spool
drwxr-xr-x  7 _eppc    kmem             0 Apr 30  1984 spool/lp
drwxr-xr-x  2 _eppc    kmem             0 Apr 30  1984 spool/lp/class
-rw-rw-r--  1 _eppc    kmem             0 Apr 30  1984 spool/lp/default
drwxr-xr-x  2 _eppc    kmem             0 Apr 30  1984 spool/lp/interface
-rw-r--r--  1 _eppc    kmem            67 Apr 30  1984 spool/lp/log
drwxrwxr-x  2 _eppc    kmem             0 Apr 30  1984 spool/lp/member
drwxrwxr-x  2 _eppc    kmem             0 Apr 30  1984 spool/lp/model
-rwxrwxr-x  1 2        kmem          1664 Apr 30  1984 spool/lp/model/1640
-rwxrwxr-x  1 2        kmem           990 Apr 30  1984 spool/lp/model/dumb
-rwxrwxr-x  1 2        kmem          2023 Apr 30  1984 spool/lp/model/f450
-rwxrwxr-x  1 2        kmem          1874 Apr 30  1984 spool/lp/model/hp
-rwxrwxr-x  1 2        kmem          1383 Apr 30  1984 spool/lp/model/pprx
-rwxrwxr-x  1 2        kmem          1725 Apr 30  1984 spool/lp/model/prx
-rw-r--r--  1 _eppc    kmem            67 Apr 30  1984 spool/lp/oldlog
-rw-r--r--  1 _eppc    kmem             0 Apr 30  1984 spool/lp/outputq
-rw-r--r--  1 _eppc    kmem             0 Apr 30  1984 spool/lp/pstatus
-rw-r--r--  1 _eppc    kmem             0 Apr 30  1984 spool/lp/qstatus
drwxr-xr-x  2 _eppc    kmem             0 Apr 30  1984 spool/lp/request
-rw-rw-r--  1 _eppc    kmem             0 Apr 30  1984 spool/lp/seqfile
drwxrwxrwx  2 root     kmem             0 Apr 30  1984 spool/lpd
drwxr-xr-x  2 root     sys              0 Apr 30  1984 spool/pkg
drwxrwxrwx  2 5        kmem             0 Apr 30  1984 spool/uucp
drwxrwxrwx  2 5        kmem             0 Apr 30  1984 spool/uucppublic
drwxrwxrwx  3 root     wheel            0 Apr 30  1984 src
drwxrwxr-x  3 2        kmem             0 Apr 30  1984 src/uts
drwxrwxrwx  3 root     daemon           0 Apr 30  1984 src/uts/m68k
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 src/uts/m68k/cf
-rw-rw-r--  1 2        kmem          2630 Apr 30  1984 src/uts/m68k/cf/Makefile
-rw-rw-r--  1 2        kmem          2456 Apr 30  1984 src/uts/m68k/cf/cf.mk
-rw-rw-r--  1 2        kmem          4472 Apr 30  1984 src/uts/m68k/cf/dfile.m4
-rw-r--r--  1 2        kmem           421 Apr 30  1984 src/uts/m68k/cf/gen.unix16
-rw-r--r--  1 2        kmem           422 Apr 30  1984 src/uts/m68k/cf/gen.unix80
-rw-rw-r--  1 2        kmem           778 Apr 30  1984 src/uts/m68k/cf/linesw.o
-rw-rw-r--  1 2        kmem           348 Apr 30  1984 src/uts/m68k/cf/name.o
-rw-rw-r--  1 root     sys           2621 Apr 30  1984 src/uts/m68k/cf/master
-rw-rw-r--  1 2        kmem         95932 Apr 30  1984 src/uts/m68k/lib1
-rw-rw-r--  1 2        kmem         60232 Apr 30  1984 src/uts/m68k/lib2
-rw-rw-r--  1 2        kmem          1722 Apr 30  1984 src/uts/m68k/lib3
-rw-rw-r--  1 2        kmem          3082 Apr 30  1984 src/uts/m68k/locore.o
-r--r--r--  1 2        kmem           993 Apr 30  1984 src/uts/m68k/m68k.mk
drwxrwxrwx  2 2        kmem             0 Apr 30  1984 tmp
1558 blocks
